Age,Gender,Weight_kg,Height_m,Goal,Breakfast_Meal,Breakfast_Calories,Breakfast_Protein_g,Breakfast_Carbs_g,Breakfast_Fats_g,Lunch_Meal,Lunch_Calories,Lunch_Protein_g,Lunch_Carbs_g,Lunch_Fats_g,Dinner_Meal,Dinner_Calories,Dinner_Protein_g,Dinner_Carbs_g,Dinner_Fats_g,Snacks_Meal,Snacks_Calories,Snacks_Protein_g,Snacks_Carbs_g,Snacks_Fats_g,Total_Calories,Total_Protein_g,Total_Carbs_g,Total_Fats_g
5,Female,31.9,1.0,Weight Loss,Rice_water_and_bread,212.0,9.0,47.0,3.0,Boiled_Plantain/Yam_and_Garden_egg_stew,401.0,25.0,64.0,8.0,Red-Red_(Beans_and_Plantain_with_red_oil),371.0,31.0,53.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1291.38,70.91,200.59,34.85
60,Female,73.9,1.69,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,427.0,14.0,49.0,7.0,Banku_and_Tilapia_with_Hot_Pepper,687.0,49.0,67.0,15.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),408.0,4.0,30.0,18.0,2137.79,105.98,210.77,53.31
42,Female,73.1,1.57,Muscle Gain,White_porridge_and_bread,301.0,8.0,46.0,6.0,Boiled_Plantain/Yam_and_Garden_egg_stew,512.0,22.0,73.0,11.0,Waakye_and_Fish_with_egg,698.0,50.0,71.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1818.38,85.91,226.59,37.85
45,Male,57.5,1.71,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),452.0,11.0,50.0,7.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,534.0,34.0,47.0,13.0,Fufu_with_Light_Soup_with_Goat_Meat,741.0,37.0,61.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2034.38,87.91,194.59,42.85
11,Male,46.1,1.22,Weight Loss,White_porridge_and_bread,312.0,8.0,48.0,4.0,Red-Red_(Beans_and_Plantain_with_red_oil),480.0,37.0,47.0,16.0,Banku_with_Okra_Soup,567.0,44.0,74.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1666.38,94.91,205.59,38.85
6,Male,36.7,1.0,Weight Loss,Tom_Brown_and_bread,352.0,11.0,57.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,581.0,49.0,59.0,10.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1856.17,104.89,217.36,38.16
22,Female,67.4,1.58,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),481.0,10.0,55.0,9.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,613.0,36.0,65.0,17.0,Tuo_Zaafi_with_Meat_Stew,761.0,42.0,78.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2162.38,93.91,234.59,49.85
36,Male,60.3,1.64,Weight Loss,Oatmeal,267.0,11.0,34.0,4.0,Fufu_with_Light_Soup_with_Goat_Meat,671.0,33.0,76.0,11.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,624.0,27.0,49.0,17.0,Plantain_Chips,264.0,3.0,45.0,9.0,1826.0,74.0,204.0,41.0
65,Female,69.1,1.59,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,326.0,14.0,41.0,6.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,595.0,44.0,68.0,18.0,Fufu_with_Light_Soup_with_Goat_Meat,718.0,40.0,90.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1946.38,103.91,235.59,48.85
9,Male,42.3,1.14,Weight Loss,Rice_water_and_bread,255.0,9.0,49.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Boiled_Plantain/Yam_and_Garden_egg_stew,380.0,27.0,50.0,7.0,Roasted/Boiled_Maize_with_Coconut,251.0,7.0,39.0,6.0,1505.2,82.43,202.97,30.31
28,Male,72.7,1.73,Muscle Gain,Tom_Brown_and_bread,412.0,10.0,57.0,6.0,Jollof_Rice_with_Chicken,922.0,48.0,96.0,17.0,Fufu_with_Light_Soup_with_Goat_Meat,871.0,43.0,74.0,13.0,Plantain_Chips,308.0,3.0,38.0,12.0,2513.0,104.0,265.0,48.0
45,Female,64.6,1.59,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,330.0,12.0,34.0,6.0,Waakye_and_Fish_with_egg,551.0,45.0,59.0,9.0,Tuo_Zaafi_with_Meat_Stew,691.0,34.0,57.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1879.38,96.91,186.59,34.85
29,Female,69.2,1.65,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),502.0,10.0,62.0,11.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Tuo_Zaafi_with_Meat_Stew,753.0,42.0,70.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2181.58,97.34,233.56,48.16
39,Male,76.2,1.67,Muscle Gain,White_porridge_and_bread,370.0,8.0,59.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,816.0,48.0,90.0,13.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,690.0,44.0,67.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2183.38,105.91,252.59,47.85
48,Male,81.6,1.77,Muscle Gain,Tea/Milo/Coffee_with_bread,324.0,6.0,35.0,7.0,Fufu_with_Light_Soup_with_Goat_Meat,678.0,45.0,78.0,14.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,752.0,34.0,58.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2061.38,90.91,207.59,50.85
6,Female,38.5,1.0,Muscle Gain,Oatmeal,255.0,15.0,42.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Boiled_Plantain/Yam_and_Garden_egg_stew,377.0,28.0,59.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1558.58,88.34,202.56,37.16
18,Male,59.6,1.78,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),431.0,9.0,45.0,8.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,642.0,29.0,49.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1999.58,83.34,195.56,47.16
50,Male,80.7,1.63,Muscle Gain,Rice_water_and_bread,357.0,8.0,62.0,5.0,Jollof_Rice_with_Chicken,917.0,44.0,78.0,21.0,Tuo_Zaafi_with_Meat_Stew,774.0,37.0,69.0,12.0,Atsoomo_(Chin-Chin),462.0,3.0,36.0,20.0,2510.0,92.0,245.0,58.0
23,Female,64.1,1.59,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Red-Red_(Beans_and_Plantain_with_red_oil),503.0,31.0,45.0,14.0,Waakye_and_Fish_with_egg,623.0,36.0,57.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1769.8,82.37,186.37,38.15
46,Male,83.2,1.72,Muscle Gain,Tom_Brown_and_bread,369.0,9.0,58.0,6.0,Jollof_Rice_with_Chicken,867.0,45.0,75.0,21.0,Red-Red_(Beans_and_Plantain_with_red_oil),521.0,31.0,50.0,15.0,Roasted/Boiled_Maize_with_Coconut,266.0,6.0,41.0,8.0,2023.0,91.0,224.0,50.0
47,Female,74.9,1.53,Muscle Gain,White_porridge_and_bread,377.0,8.0,57.0,6.0,Tuo_Zaafi_with_Meat_Stew,746.0,43.0,80.0,14.0,Red-Red_(Beans_and_Plantain_with_red_oil),514.0,38.0,47.0,17.0,Nkatie_Cake_(Groundnut_Cake),391.0,13.0,25.0,19.0,2028.0,102.0,209.0,56.0
45,Male,69.8,1.67,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),444.0,10.0,57.0,8.0,Waakye_and_Fish_with_egg,808.0,61.0,61.0,11.0,Jollof_Rice_with_Chicken,953.0,55.0,80.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2512.38,131.91,234.59,48.85
12,Male,48.5,1.32,Weight Loss,Rice_water_and_bread,299.0,9.0,50.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,477.0,28.0,50.0,16.0,Jollof_Rice_with_Chicken,592.0,49.0,64.0,16.0,Nkatie_Cake_(Groundnut_Cake),255.0,11.0,25.0,14.0,1623.0,97.0,189.0,50.0
14,Female,49.7,1.17,Muscle Gain,White_porridge_and_bread,297.0,8.0,56.0,6.0,Tuo_Zaafi_with_Meat_Stew,528.0,51.0,71.0,15.0,Red-Red_(Beans_and_Plantain_with_red_oil),449.0,40.0,54.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1581.38,104.91,217.59,50.85
44,Male,61.6,1.65,Weight Loss,Rice_water_and_bread,353.0,7.0,43.0,4.0,Plain_Rice_with_Chicken,642.0,45.0,60.0,12.0,Jollof_Rice_with_Chicken,684.0,48.0,82.0,15.0,Plantain_Chips,327.0,3.0,34.0,8.0,2006.0,103.0,219.0,39.0
59,Female,74.3,1.69,Muscle Gain,Rice_water_and_bread,316.0,8.0,56.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,678.0,25.0,57.0,24.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,559.0,39.0,67.0,22.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1860.38,77.91,216.59,60.85
5,Male,33.2,1.0,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,297.0,15.0,45.0,5.0,Banku_with_Okra_Soup,524.0,34.0,57.0,9.0,Banku_and_Tilapia_with_Hot_Pepper,475.0,52.0,55.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1603.38,106.91,193.59,34.85
55,Male,62.5,1.7,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Jollof_Rice_with_Chicken,678.0,39.0,82.0,16.0,Banku_and_Tilapia_with_Hot_Pepper,575.0,41.0,54.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1896.8,95.37,220.37,43.15
64,Female,69.5,1.61,Muscle Gain,Oatmeal,257.0,10.0,47.0,4.0,Jollof_Rice_with_Chicken,792.0,50.0,93.0,17.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,491.0,28.0,56.0,18.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1847.38,93.91,232.59,49.85
59,Female,76.9,1.67,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),475.0,10.0,54.0,9.0,Red-Red_(Beans_and_Plantain_with_red_oil),622.0,34.0,59.0,16.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),273.0,7.0,35.0,9.0,1985.79,89.98,212.77,47.31
28,Male,54.4,1.69,Weight Loss,Tom_Brown_and_bread,370.0,9.0,50.0,4.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,579.0,40.0,53.0,14.0,Plain_Rice_with_Chicken,617.0,52.0,61.0,16.0,Agbelikaklo_with_Coconut,319.0,4.0,48.0,8.0,1885.0,105.0,212.0,42.0
44,Male,62.9,1.79,Weight Loss,Tea/Milo/Coffee_with_bread,290.0,5.0,31.0,6.0,Waakye_and_Fish_with_egg,756.0,41.0,68.0,9.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,657.0,26.0,54.0,16.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),324.0,6.0,37.0,6.0,2027.0,78.0,190.0,37.0
78,Male,58.6,1.64,Weight Loss,Oatmeal,257.0,12.0,43.0,3.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Banku_with_Okra_Soup,568.0,34.0,65.0,7.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1751.58,91.34,209.56,34.16
46,Male,67.3,1.75,Weight Loss,White_porridge_and_bread,390.0,6.0,47.0,4.0,Boiled_Plantain/Yam_and_Garden_egg_stew,482.0,18.0,64.0,7.0,Waakye_and_Fish_with_egg,729.0,40.0,58.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1908.38,69.91,205.59,31.85
19,Male,58.5,1.72,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,331.0,13.0,40.0,6.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1873.37,97.32,206.33,43.47
11,Male,56.8,1.25,Muscle Gain,Tom_Brown_and_bread,302.0,9.0,55.0,6.0,Tuo_Zaafi_with_Meat_Stew,621.0,49.0,70.0,15.0,Plain_Rice_with_Chicken,553.0,72.0,61.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1783.38,135.91,222.59,47.85
58,Male,59.9,1.63,Weight Loss,Oatmeal,320.0,8.0,37.0,4.0,Jollof_Rice_with_Chicken,717.0,47.0,72.0,16.0,Banku_with_Okra_Soup,707.0,37.0,64.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2051.38,97.91,209.59,38.85
37,Male,74.3,1.68,Muscle Gain,Tom_Brown_and_bread,382.0,9.0,55.0,6.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,653.0,31.0,63.0,19.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,757.0,49.0,51.0,18.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),288.0,7.0,43.0,8.0,2080.0,96.0,212.0,51.0
21,Female,66.9,1.68,Muscle Gain,White_porridge_and_bread,324.0,7.0,58.0,6.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,599.0,44.0,58.0,20.0,Waakye_and_Fish_with_egg,657.0,52.0,73.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1887.38,108.91,225.59,46.85
64,Male,77.6,1.7,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),399.0,13.0,59.0,9.0,Banku_and_Tilapia_with_Hot_Pepper,556.0,56.0,72.0,10.0,Tuo_Zaafi_with_Meat_Stew,754.0,44.0,68.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2016.38,118.91,235.59,40.85
33,Female,55.0,1.55,Weight Loss,Tea/Milo/Coffee_with_bread,312.0,6.0,30.0,5.0,Plain_Rice_with_Chicken,732.0,40.0,62.0,12.0,Banku_with_Okra_Soup,582.0,25.0,56.0,8.0,Plantain_Chips,289.0,3.0,37.0,8.0,1915.0,74.0,185.0,33.0
36,Male,61.4,1.65,Weight Loss,White_porridge_and_bread,335.0,7.0,46.0,4.0,Red-Red_(Beans_and_Plantain_with_red_oil),533.0,27.0,42.0,16.0,Banku_with_Okra_Soup,712.0,30.0,73.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1887.38,69.91,197.59,38.85
65,Female,55.6,1.55,Weight Loss,Rice_water_and_bread,255.0,7.0,43.0,3.0,Banku_and_Tilapia_with_Hot_Pepper,451.0,33.0,53.0,10.0,Jollof_Rice_with_Chicken,652.0,44.0,81.0,12.0,Nkatie_Cake_(Groundnut_Cake),267.0,9.0,25.0,10.0,1625.0,93.0,202.0,35.0
80,Male,71.2,1.63,Muscle Gain,Oatmeal,261.0,10.0,40.0,4.0,Red-Red_(Beans_and_Plantain_with_red_oil),552.0,34.0,60.0,15.0,Banku_and_Tilapia_with_Hot_Pepper,678.0,55.0,72.0,13.0,Agbelikaklo_with_Coconut,356.0,4.0,52.0,8.0,1847.0,103.0,224.0,40.0
39,Female,69.6,1.68,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),433.0,10.0,51.0,10.0,Red-Red_(Beans_and_Plantain_with_red_oil),589.0,28.0,55.0,18.0,Banku_and_Tilapia_with_Hot_Pepper,545.0,40.0,61.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1874.38,83.91,203.59,50.85
71,Female,59.4,1.55,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,283.0,12.0,35.0,4.0,Boiled_Plantain/Yam_and_Garden_egg_stew,367.0,22.0,65.0,5.0,Tuo_Zaafi_with_Meat_Stew,513.0,36.0,73.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1470.38,75.91,209.59,28.85
8,Female,38.3,1.03,Weight Loss,Oatmeal,236.0,10.0,36.0,4.0,Boiled_Plantain/Yam_and_Garden_egg_stew,353.0,24.0,54.0,8.0,Fufu_with_Light_Soup_with_Goat_Meat,464.0,43.0,76.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1360.38,82.91,202.59,35.85
23,Female,78.8,1.53,Muscle Gain,Tea/Milo/Coffee_with_bread,278.0,7.0,43.0,6.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Red-Red_(Beans_and_Plantain_with_red_oil),536.0,34.0,61.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1740.58,86.34,205.56,50.16
84,Male,71.6,1.61,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Waakye_and_Fish_with_egg,594.0,52.0,74.0,9.0,Plain_Rice_with_Chicken,807.0,56.0,72.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2044.8,123.37,230.37,38.15
53,Female,78.8,1.54,Muscle Gain,Oatmeal,265.0,10.0,40.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,731.0,40.0,67.0,13.0,Boiled_Plantain/Yam_and_Garden_egg_stew,537.0,26.0,62.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1840.38,81.91,205.59,36.85
33,Female,77.6,1.67,Muscle Gain,Tom_Brown_and_bread,411.0,10.0,57.0,6.0,Banku_and_Tilapia_with_Hot_Pepper,579.0,50.0,63.0,13.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,536.0,26.0,54.0,22.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1833.38,91.91,210.59,51.85
5,Female,33.2,1.0,Muscle Gain,Rice_water_and_bread,238.0,10.0,62.0,5.0,Plain_Rice_with_Chicken,554.0,69.0,76.0,17.0,Boiled_Plantain/Yam_and_Garden_egg_stew,438.0,24.0,59.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1537.38,108.91,233.59,42.85
9,Female,36.4,1.1,Weight Loss,White_porridge_and_bread,234.0,7.0,42.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Jollof_Rice_with_Chicken,530.0,45.0,66.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1690.58,97.34,209.56,45.16
47,Male,67.6,1.72,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,342.0,13.0,39.0,6.0,Plain_Rice_with_Chicken,781.0,45.0,61.0,15.0,Waakye_and_Fish_with_egg,625.0,48.0,66.0,10.0,Atsoomo_(Chin-Chin),365.0,3.0,27.0,16.0,2113.0,109.0,193.0,47.0
60,Male,69.3,1.75,Muscle Gain,White_porridge_and_bread,420.0,7.0,51.0,5.0,Banku_with_Okra_Soup,682.0,34.0,71.0,10.0,Plain_Rice_with_Chicken,775.0,60.0,72.0,16.0,Atsoomo_(Chin-Chin),388.0,4.0,40.0,20.0,2265.0,105.0,234.0,51.0
44,Female,72.2,1.5,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),409.0,10.0,53.0,9.0,Banku_and_Tilapia_with_Hot_Pepper,688.0,48.0,58.0,17.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2020.17,102.89,212.36,50.16
29,Female,53.3,1.56,Weight Loss,Oatmeal,243.0,8.0,45.0,3.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,520.0,26.0,51.0,15.0,Plain_Rice_with_Chicken,696.0,48.0,54.0,16.0,Agbelikaklo_with_Coconut,258.0,5.0,44.0,7.0,1717.0,87.0,194.0,41.0
79,Female,53.3,1.54,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,298.0,10.0,45.0,4.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,479.0,26.0,53.0,12.0,Plain_Rice_with_Chicken,560.0,49.0,63.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1644.38,90.91,197.59,38.85
45,Male,77.1,1.67,Muscle Gain,Tea/Milo/Coffee_with_bread,290.0,6.0,39.0,7.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Fufu_with_Light_Soup_with_Goat_Meat,738.0,45.0,89.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1954.58,96.34,229.56,44.16
43,Female,61.2,1.6,Weight Loss,Oatmeal,248.0,8.0,42.0,4.0,Fufu_with_Light_Soup_with_Goat_Meat,648.0,34.0,71.0,11.0,Plain_Rice_with_Chicken,609.0,42.0,68.0,12.0,Roasted/Boiled_Maize_with_Coconut,219.0,6.0,33.0,6.0,1724.0,90.0,214.0,33.0
26,Female,70.2,1.61,Muscle Gain,White_porridge_and_bread,357.0,7.0,61.0,6.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,643.0,33.0,54.0,23.0,Waakye_and_Fish_with_egg,738.0,56.0,75.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2045.38,101.91,226.59,50.85
36,Male,78.9,1.74,Muscle Gain,White_porridge_and_bread,375.0,7.0,62.0,6.0,Banku_and_Tilapia_with_Hot_Pepper,686.0,48.0,71.0,13.0,Plain_Rice_with_Chicken,671.0,66.0,69.0,18.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2039.38,126.91,238.59,47.85
16,Female,49.0,1.26,Muscle Gain,White_porridge_and_bread,259.0,9.0,52.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,611.0,46.0,88.0,15.0,Boiled_Plantain/Yam_and_Garden_egg_stew,433.0,31.0,60.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1610.38,91.91,236.59,39.85
37,Male,80.1,1.64,Muscle Gain,Oatmeal,292.0,13.0,43.0,4.0,Waakye_and_Fish_with_egg,860.0,46.0,75.0,10.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,689.0,39.0,54.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2148.38,103.91,208.59,41.85
5,Female,33.8,1.0,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,347.0,14.0,39.0,6.0,Boiled_Plantain/Yam_and_Garden_egg_stew,409.0,28.0,71.0,9.0,Jollof_Rice_with_Chicken,627.0,57.0,85.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1690.38,104.91,231.59,45.85
43,Female,66.6,1.62,Muscle Gain,Oatmeal,264.0,12.0,48.0,4.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,618.0,38.0,67.0,17.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,680.0,32.0,55.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1869.38,87.91,206.59,51.85
37,Female,73.9,1.62,Muscle Gain,Tom_Brown_and_bread,418.0,9.0,52.0,6.0,Boiled_Plantain/Yam_and_Garden_egg_stew,471.0,22.0,67.0,10.0,Banku_with_Okra_Soup,701.0,38.0,73.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1897.38,74.91,228.59,37.85
15,Male,46.4,1.3,Weight Loss,Oatmeal,269.0,13.0,44.0,3.0,Plain_Rice_with_Chicken,545.0,50.0,55.0,12.0,Boiled_Plantain/Yam_and_Garden_egg_stew,407.0,27.0,55.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1528.38,95.91,190.59,33.85
49,Female,72.5,1.68,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,352.0,12.0,40.0,9.0,Fufu_with_Light_Soup_with_Goat_Meat,621.0,37.0,79.0,13.0,Plain_Rice_with_Chicken,690.0,46.0,61.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1970.38,100.91,216.59,51.85
30,Female,60.1,1.54,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,316.0,12.0,38.0,5.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,610.0,27.0,46.0,18.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Agbelikaklo_with_Coconut,284.0,4.0,49.0,6.0,1825.79,81.98,197.77,42.31
44,Male,65.2,1.6,Weight Loss,Rice_water_and_bread,305.0,8.0,46.0,3.0,Red-Red_(Beans_and_Plantain_with_red_oil),623.0,31.0,47.0,14.0,Banku_and_Tilapia_with_Hot_Pepper,724.0,37.0,65.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1959.38,81.91,194.59,37.85
81,Male,71.8,1.62,Muscle Gain,White_porridge_and_bread,306.0,8.0,49.0,5.0,Plain_Rice_with_Chicken,783.0,61.0,69.0,14.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,606.0,44.0,57.0,15.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),334.0,7.0,38.0,8.0,2029.0,120.0,213.0,42.0
85,Male,57.4,1.63,Weight Loss,Tea/Milo/Coffee_with_bread,253.0,5.0,38.0,4.0,Waakye_and_Fish_with_egg,596.0,39.0,66.0,7.0,Jollof_Rice_with_Chicken,768.0,41.0,86.0,13.0,Nkatie_Cake_(Groundnut_Cake),352.0,8.0,22.0,11.0,1969.0,93.0,212.0,35.0
59,Female,59.1,1.55,Weight Loss,Tea/Milo/Coffee_with_bread,295.0,5.0,40.0,6.0,Fufu_with_Light_Soup_with_Goat_Meat,611.0,32.0,81.0,10.0,Waakye_and_Fish_with_egg,539.0,37.0,56.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1752.38,79.91,213.59,36.85
18,Female,54.5,1.7,Weight Loss,Oatmeal,244.0,8.0,35.0,3.0,Jollof_Rice_with_Chicken,632.0,34.0,76.0,17.0,Red-Red_(Beans_and_Plantain_with_red_oil),442.0,29.0,51.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1625.38,76.91,198.59,43.85
56,Female,66.1,1.66,Muscle Gain,Tea/Milo/Coffee_with_bread,303.0,6.0,43.0,7.0,Banku_and_Tilapia_with_Hot_Pepper,574.0,43.0,59.0,14.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,621.0,42.0,62.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1805.38,96.91,200.59,50.85
12,Male,47.9,1.29,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),313.0,11.0,55.0,8.0,Banku_and_Tilapia_with_Hot_Pepper,470.0,49.0,55.0,10.0,Waakye_and_Fish_with_egg,518.0,48.0,71.0,8.0,Plantain_Chips,279.0,3.0,40.0,10.0,1580.0,111.0,221.0,36.0
